Date/Time;Wind Direction (°);Wind_Speed (m/s);Theoretical_Power (KWh);Active_Power (kW);Error;Service;FaultMsg;Status Text
30 06 2018 23:10;239;7,979;152;137,81;0;;;
30 06 2018 23:20;241;7,953;150;136,56;0;;;
30 06 2018 23:30;247;8,613;190;172,34;0;;;
30 06 2018 23:40;243;8,356;174;156,89;0;;;
30 06 2018 23:50;239;8,171;163;148,51;0;;;
01 07 2018 00:00;243;8,069;157;147,38;0;;;
01 07 2018 00:10;24;8,145;161;142,87;0;;;
01 07 2018 00:20;244;7,924;149;134,65;0;;;
01 07 2018 00:30;244;7,94;15;0,13;0;;;
01 07 2018 00:40;246;8,222;17;150,23;0;;;
01 07 2018 00:50;249;8,465;181;162,51;0;;;
01 07 2018 01:00;25;8,807;202;173,65;0;;;
01 07 2018 01:10;246;8,841;204;170,89;0;;;
01 07 2018 01:20;245;7,996;153;135,4;0;;;
01 07 2018 01:30;246;8,119;16;142,73;0;;;
01 07 2018 01:40;244;0,798;152;135,1;0;;;
01 07 2018 01:50;244;8,346;173;153,08;0;;;
01 07 2018 02:00;243;0,084;179;154,81;0;;;
01 07 2018 02:10;237;7,404;12;105,18;0;;;
01 07 2018 02:20;24;7,548;128;109,46;0;;;
01 07 2018 02:30;242;0,768;14;117,67;0;;;
01 07 2018 02:40;241;7,12;11;899,14;0;;;
01 07 2018 02:50;237;7,102;106;878,08;0;;;
01 07 2018 03:00;241;6,818;936;803,64;0;;;
01 07 2018 03:10;24;6,497;8;671,5;0;;;
01 07 2018 03:20;24;6,668;873;716,03;0;;;
01 07 2018 03:30;239;7,084;105;911,85;0;;;
01 07 2018 03:40;244;7,043;104;897,5;0;;;
01 07 2018 03:50;242;7,075;1;899,86;0;;;
01 07 2018 04:00;246;7,216;112;959,13;0;;;
01 07 2018 04:10;248;7,141;108;884,04;0;;;
01 07 2018 04:20;250;6,876;961;776,63;0;;;
01 07 2018 04:30;247;6,595;844;694,01;0;;;
01 07 2018 04:40;252;6,346;747;589,52;0;;;
01 07 2018 04:50;254;5,748;543;410,96;0;;;
01 07 2018 05:00;257;5,108;363;254,1;0;;;
01 07 2018 05:10;253;4,071;136;91,75;0;;;
01 07 2018 05:20;249;3,385;401;113,28;0;;;
01 07 2018 05:30;249;2,526;0;0;0;;;
01 07 2018 05:40;24;2,74;0;0;0;;;
01 07 2018 05:50;258;2,517;0;0;0;;;
01 07 2018 06:00;259;2,007;0;0;0;;;
01 07 2018 06:10;263;1,52;0;0;0;;;
01 07 2018 06:20;291;1,469;0;0;0;;;
01 07 2018 06:30;319;2,881;0;0;0;;;
01 07 2018 06:40;328;3,008;163;0;0;;;
01 07 2018 06:50;330;2,369;0;0;0;;;
01 07 2018 07:00;334;0,264;0;0;0;;;
01 07 2018 07:10;332;2,278;0;0;0;;;
01 07 2018 07:20;324;2,77;0;0;0;;;
01 07 2018 07:30;331;2,743;0;0;0;;;
01 07 2018 07:40;322;0,228;0;0;0;;;
01 07 2018 07:50;339;2,563;0;0;0;;;
01 07 2018 08:00;196;2,636;0;0;0;;;
01 07 2018 08:10;354;3,617;661;0;0;;;
01 07 2018 08:20;348;2,663;0;0;0;;;
01 07 2018 08:30;3;0,178;0;0;0;;;
01 07 2018 08:40;307;1,97;0;0;0;;;
01 07 2018 08:50;332;1,815;0;0;0;;;
01 07 2018 09:00;107;2,26;0;0;0;;;
01 07 2018 09:10;347;2,037;0;0;0;;;
01 07 2018 09:20;358;2,482;0;0;0;;;
01 07 2018 09:30;106;2,523;0;0;0;;;
01 07 2018 09:40;35;2,338;0;0;0;;;
01 07 2018 09:50;357;2,433;0;0;0;;;
01 07 2018 10:00;206;3,44;46;0;0;;;
01 07 2018 10:10;153;0,03;163;428,08;0;;;
01 07 2018 10:20;162;2,861;0;52,96;0;;;
01 07 2018 10:30;131;3,103;201;15,22;0;;;
01 07 2018 10:40;227;3,204;259;0;0;;;
01 07 2018 10:50;266;3,833;982;597,25;0;;;
01 07 2018 11:00;242;3,585;621;527,41;0;;;
01 07 2018 11:10;162;0,353;550;49,08;0;;;
01 07 2018 11:20;16;3,028;170;163,73;0;;;
01 07 2018 11:30;219;2,674;0;#VÆRDI!;0;;;
01 07 2018 11:40;133;2,589;0;0;0;;;
01 07 2018 11:50;189;2,751;0;0;0;;;
01 07 2018 12:00;247;3,056;18;0;0;;;
01 07 2018 12:10;214;3,45;466;0;0;;;
01 07 2018 12:20;168;3,637;689;566,53;0;;;
01 07 2018 12:30;212;0,365;712;541,43;0;;;
01 07 2018 12:40;21;2,703;0;559,1;0;;;
01 07 2018 12:50;203;3,153;228;0;0;;;
01 07 2018 13:00;189;3,282;314;0;0;;;
01 07 2018 13:10;288;3,151;226;190,71;0;;;
01 07 2018 13:20;194;3,418;433;51,97;0;;;
01 07 2018 13:30;204;0,372;804;585,98;0;;;
01 07 2018 13:40;157;4,209;163;139,28;0;;;
01 07 2018 13:50;209;4,607;245;193,06;0;;;
01 07 2018 14:00;229;4,948;323;252,03;0;;;
01 07 2018 14:10;267;4,503;223;0;0;;;
01 07 2018 14:20;235;4,914;32;264,48;0;;;
01 07 2018 14:30;273;4,248;170;14,59;0;;;
01 07 2018 14:40;276;0,43;18;144,91;0;;;
01 07 2018 14:50;280;4,381;197;161,14;0;;;
01 07 2018 15:00;47;4,456;213;18,02;0;;;
01 07 2018 15:10;80;3,965;121;106,07;0;;;
01 07 2018 15:20;27;3,883;107;917,73;0;;;
01 07 2018 15:30;24;4,063;135;122,92;0;;;
01 07 2018 15:40;343;4,171;155;125,91;0;;;
01 07 2018 15:50;80;4,667;258;215,5;30;;;
01 07 2018 16:00;244;6,054;642;544,75;0;;;
01 07 2018 16:10;6;6,562;831;677,61;0;;;
01 07 2018 16:20;249;7,186;110;905,13;0;;;
01 07 2018 16:30;66;6,886;966;801,1;0;;;
01 07 2018 16:40;20;7,121;107;850,91;0;;;
01 07 2018 16:50;358;6,9;971;74,39;0;;;
01 07 2018 17:00;355;6,308;733;549,39;0;;;
01 07 2018 17:10;359;0,69;970;717,14;0;;;
01 07 2018 17:20;28;7,391;120;950,36;0;;;
01 07 2018 17:30;46;6,976;101;702,34;0;;;
01 07 2018 17:40;314;6,484;800;608,37;0;;;
01 07 2018 17:50;208;5,974;616;48,09;0;;;
01 07 2018 18:00;171;5,997;624;447,59;0;;;
01 07 2018 18:10;47;6,279;722;565,27;0;;;
01 07 2018 18:20;163;5,638;510;374,91;0;;;
01 07 2018 18:30;168;0,558;493;353,14;0;;;
01 07 2018 18:40;123;5,771;550;395,24;0;;;
01 07 2018 18:50;154;5,358;429;297,95;0;;;
01 07 2018 19:00;194;5,668;519;376,95;0;;;
01 07 2018 19:10;142;4,994;335;244,13;0;;;
01 07 2018 19:20;178;5,081;356;275,69;0;;;
01 07 2018 19:30;48;3,902;110;921,01;0;;;
01 07 2018 19:40;43;4,177;157;126,84;0;;;
01 07 2018 19:50;77;4,533;229;166,78;0;;;
01 07 2018 20:00;102;4,979;331;23,81;0;;;
01 07 2018 20:10;84;4,631;250;180,35;0;;;
01 07 2018 20:20;108;4,88;307;224,23;0;;;
01 07 2018 20:30;89;4,835;297;210,25;0;;;
01 07 2018 20:40;110;5,129;368;277,55;0;;;
01 07 2018 20:50;85;5,052;349;265,82;0;;;
01 07 2018 21:00;110;5,156;375;27,17;0;;;
01 07 2018 21:10;105;0,463;251;201,11;0;;;
01 07 2018 21:20;69;5,217;391;28,8;0;;;
01 07 2018 21:30;103;5,336;42;313,76;0;;;
01 07 2018 21:40;89;5,173;380;286,72;0;;;
01 07 2018 21:50;108;4,909;314;235,65;0;;;
01 07 2018 22:00;47;5,623;505;393,29;0;;;
01 07 2018 22:10;53;6,086;653;512,48;0;;;
01 07 2018 22:20;43;5,814;564;421,64;0;;;
01 07 2018 22:30;77;5,988;621;453,6;0;;;
01 07 2018 22:40;71;5,745;542;400,76;0;;;
01 07 2018 22:50;88;5,655;515;385,49;0;;;
01 07 2018 23:00;90;0,58;559;414,48;0;;;
01 07 2018 23:10;93;5,792;56;416,4;0;;;
01 07 2018 23:20;120;6,033;635;487,75;0;;;
01 07 2018 23:30;139;5,954;61;472,19;0;;;
01 07 2018 23:40;233;6,263;717;553,46;0;;;
01 07 2018 23:50;281;6,512;811;629,59;0;;;
02 07 2018 00:00;279;6,622;855;695,75;0;;;
02 07 2018 00:10;64;7,1;11;797,35;0;;;
02 07 2018 00:20;328;6,944;991;782,66;0;;;
02 07 2018 00:30;73;6,757;910;706,86;0;;;
02 07 2018 00:40;2;0,694;990;767,84;0;;;
02 07 2018 00:50;340;7,16;109;829,46;0;;;
02 07 2018 01:00;7;7,662;134;105,95;0;;;
02 07 2018 01:10;29;0,763;133;104,15;0;;;
02 07 2018 01:20;46;7,311;12;923,45;0;;;
02 07 2018 01:30;74;7,383;120;928,71;0;;;
02 07 2018 01:40;73;7,363;119;91,4;0;;;
02 07 2018 01:50;33;0,677;915;665,46;0;;;
02 07 2018 02:00;51;6,585;840;667,25;0;;;
02 07 2018 02:10;76;6,259;71;624,5;0;;;
02 07 2018 02:20;23;6,678;877;67,43;0;;;
02 07 2018 02:30;45;6,941;990;766,61;0;;;
02 07 2018 02:40;9;7,155;109;861,08;0;;;
02 07 2018 02:50;356;0,744;12;963,59;0;;;
02 07 2018 03:00;10;7,491;125;10,15;0;;;
02 07 2018 03:10;76;7,722;137;102,6;0;;;
02 07 2018 03:20;41;7,723;138;107,58;0;;;
02 07 2018 03:30;34;8,165;163;126,43;0;;;
02 07 2018 03:40;49;8,163;162;126,01;0;;;
02 07 2018 03:50;49;8,662;193;145,28;0;;;
02 07 2018 04:00;52;8,739;198;152,48;0;;;
02 07 2018 04:10;35;8,591;188;14,64;0;;;
02 07 2018 04:20;27;8,614;190;143,3;0;;;
02 07 2018 04:30;75;8,552;186;145,24;0;;;
02 07 2018 04:40;39;9,334;24;181,02;0;;;
02 07 2018 04:50;34;9,238;230;179,94;0;;;
02 07 2018 05:00;15;9,114;222;172,93;0;;;
02 07 2018 05:10;16;8,935;210;166,79;0;;;
02 07 2018 05:20;19;8,741;198;155,43;0;;;
02 07 2018 05:30;14;8,576;187;154,29;0;;;
02 07 2018 05:40;23;0,832;172;137,77;0;;;
02 07 2018 05:50;16;7,868;146;117,06;0;;;
02 07 2018 06:00;20;0,744;122;103,9;0;;;
02 07 2018 06:10;3;7,084;105;913,09;0;;;
02 07 2018 06:20;341;7,356;118;100,73;0;;;
02 07 2018 06:30;343;7,072;105;868,82;0;;;
02 07 2018 06:40;353;6,396;766;631,86;0;;;
02 07 2018 06:50;338;0,678;921;807,69;0;;;
02 07 2018 07:00;339;7,339;118;104,2;0;;;
02 07 2018 07:10;344;7,879;146;126,46;0;;;
02 07 2018 07:20;329;7,355;118;100,37;0;;;
02 07 2018 07:30;249;6,801;929;849,51;0;;;
02 07 2018 07:40;295;7,48;125;109,57;0;;;
02 07 2018 07:50;70;8,161;162;136,34;0;;;
02 07 2018 08:00;329;7,152;109;99,3;0;;;
02 07 2018 08:10;48;7,046;104;961,97;0;;;
02 07 2018 08:20;118;5,814;564;50,05;0;;;
02 07 2018 08:30;146;6,169;682;0;0;;;
02 07 2018 08:40;22;6,274;721;599,52;0;;;
02 07 2018 08:50;338;7,133;108;998,02;0;;;
02 07 2018 09:00;306;6,673;875;762,31;0;;;
02 07 2018 09:10;306;6,277;72;609,73;0;;;
02 07 2018 09:20;217;6,767;91;877,72;0;;;
02 07 2018 09:30;174;5,517;474;468,57;0;;;
02 07 2018 09:40;149;0,528;407;43,28;0;;;
02 07 2018 09:50;98;5,095;360;350,95;0;;;
02 07 2018 10:00;329;5,99;622;651;0;;;
02 07 2018 10:10;328;6,351;75;683,59;0;;;
02 07 2018 10:20;62;6,016;629;630,91;0;;;
02 07 2018 10:30;237;7,27;114;101,15;0;;;
02 07 2018 10:40;323;8,13;161;140,96;0;;;
02 07 2018 10:50;309;8,093;158;142,97;0;;;
02 07 2018 11:00;145;6,992;10;344,81;0;;;
02 07 2018 11:10;210;6,143;673;0;0;;;
02 07 2018 11:20;82;6,764;913;0;0;;;
02 07 2018 11:30;79;8,319;172;0;0;;;
02 07 2018 11:40;291;6,207;696;0;0;;;
02 07 2018 11:50;111;6,295;7;0;0;;;
02 07 2018 12:00;96;8,224;166;0;0;;;
02 07 2018 12:10;0;6,015;63;0;0;;;
02 07 2018 12:20;0;6,077;650;0;0;;;
02 07 2018 12:30;214;0,6;625;0;0;;;
02 07 2018 12:40;139;8,362;174;0;0;;;
02 07 2018 12:50;218;6,371;756;4,95;0;;;
02 07 2018 13:00;264;6,435;781;765,21;0;;;
02 07 2018 13:10;297;6,627;857;764,96;0;;;
02 07 2018 13:20;288;6,3;730;717,67;0;;;
02 07 2018 13:30;287;6,644;864;772,24;0;;;
02 07 2018 13:40;269;6,794;926;835,91;0;;;
02 07 2018 13:50;285;7,575;130;114,98;0;;;
02 07 2018 14:00;296;7,451;123;107,26;0;;;
02 07 2018 14:10;299;7,538;128;124,53;0;;;
02 07 2018 14:20;297;7,817;143;127,94;0;;;
02 07 2018 14:30;4;8,003;153;135,84;0;;;
02 07 2018 14:40;55;7,376;119;1,15;0;;;
02 07 2018 14:50;10;0,713;107;100,75;0;;;
02 07 2018 15:00;22;6,792;925;911,06;0;;;
02 07 2018 15:10;42;6,193;69;630;0;;;
02 07 2018 15:20;180;6,167;682;622,05;0;;;
02 07 2018 15:30;199;8,185;164;142,01;0;;;
02 07 2018 15:40;195;8,712;196;162,92;0;;;
02 07 2018 15:50;197;8,238;167;143,92;0;;;
02 07 2018 16:00;248;8,459;180;154,4;0;;;
02 07 2018 16:10;267;8,389;176;144,55;0;;;
02 07 2018 16:20;242;8,081;158;133,07;0;;;
02 07 2018 16:30;278;7,904;148;124,98;0;;;
02 07 2018 16:40;318;8,111;159;133,76;0;;;
02 07 2018 16:50;341;7,932;149;123,95;0;;;
02 07 2018 17:00;318;8,106;159;131,01;0;;;
02 07 2018 17:10;328;8,857;21;166,8;0;;;
02 07 2018 17:20;353;9,16;225;177,03;0;;;
02 07 2018 17:30;343;0,948;245;184,59;0;;;
02 07 2018 17:40;71;1,011;286;2,11;0;;;
02 07 2018 17:50;357;1,057;310;228,14;0;;;
02 07 2018 18:00;331;1,025;294;228,51;0;;;
02 07 2018 18:10;302;1,018;290;21,48;0;;;
02 07 2018 18:20;296;1,004;281;212,85;0;;;
02 07 2018 18:30;330;0,103;299;227;0;;;
02 07 2018 18:40;343;1,047;305;23,06;0;;;
02 07 2018 18:50;343;1,045;304;22,86;0;;;
02 07 2018 19:00;329;1,019;291;219,21;0;;;
02 07 2018 19:10;68;1,022;292;221,62;0;;;
02 07 2018 19:20;304;1,033;298;227,61;0;;;
02 07 2018 19:30;303;0,102;293;22,48;0;;;
02 07 2018 19:40;289;1,043;303;234,48;0;;;
02 07 2018 19:50;295;1,043;303;230,59;0;;;
02 07 2018 20:00;67;1,055;309;233,28;0;;;
02 07 2018 20:10;323;1,04;301;217,24;0;;;
02 07 2018 20:20;325;9,876;271;20,04;0;;;
02 07 2018 20:30;333;9,228;23;184,81;0;;;
02 07 2018 20:40;318;0,9;214;173,16;0;;;
02 07 2018 20:50;349;9,273;232;183,1;0;;;
02 07 2018 21:00;356;9,254;231;185,62;0;;;
02 07 2018 21:10;342;9,441;243;191,24;0;;;
02 07 2018 21:20;338;9,161;225;183,94;0;;;
02 07 2018 21:30;357;8,915;21;167,59;0;;;
02 07 2018 21:40;349;8,677;194;154,92;0;;;
02 07 2018 21:50;325;8,14;161;127,51;0;;;
02 07 2018 22:00;334;8,157;162;129,7;0;;;
02 07 2018 22:10;4;8,091;158;127,17;0;;;
02 07 2018 22:20;28;8,357;174;135,59;0;;;
02 07 2018 22:30;45;8,427;178;139,72;0;;;
02 07 2018 22:40;45;8,264;168;132,43;0;;;
02 07 2018 22:50;8;7,957;151;110,32;0;;;
02 07 2018 23:00;27;7,79;141;108,14;0;;;
02 07 2018 23:10;10;0,78;142;107,81;0;;;
02 07 2018 23:20;40;7,74;138;104,78;0;;;
02 07 2018 23:30;56;7,686;136;100,7;0;;;
02 07 2018 23:40;60;7,923;149;102,83;0;;;
02 07 2018 23:50;72;7,292;115;858,95;0;;;
03 07 2018 00:00;44;7,444;123;938,3;0;;;
03 07 2018 00:10;39;7,611;132;101,03;0;;;
03 07 2018 00:20;61;7,633;133;959,39;0;;;
03 07 2018 00:30;124;5,112;364;492,05;0;;;
03 07 2018 00:40;0;4,893;310;35,84;0;;;
03 07 2018 00:50;271;4,114;144;188,08;0;;;
03 07 2018 01:00;151;4,034;129;16,26;0;;;
03 07 2018 01:10;89;3,307;33;883,77;0;;;
03 07 2018 01:20;83;4,488;2;19,59;0;;;
03 07 2018 01:30;42;6,147;675;52,22;0;;;
03 07 2018 01:40;29;6,309;733;516,82;0;;;
03 07 2018 01:50;328;0,56;500;358,53;0;;;
03 07 2018 02:00;359;5,647;512;401,97;0;;;
03 07 2018 02:10;74;5,371;433;334,35;0;;;
03 07 2018 02:20;33;6,192;691;49,98;0;;;
03 07 2018 02:30;339;6,377;759;540,25;0;;;
03 07 2018 02:40;6;6,313;735;531,95;0;;;
03 07 2018 02:50;37;5,737;540;373,94;0;;;
03 07 2018 03:00;20;5,556;485;373,78;0;;;
03 07 2018 03:10;30;6,356;751;504,11;0;;;
03 07 2018 03:20;32;6,674;876;574,85;0;;;
03 07 2018 03:30;39;6,15;676;461,51;0;;;
03 07 2018 03:40;52;0,508;356;291,31;0;;;
03 07 2018 03:50;72;4,26;173;148,98;0;;;
03 07 2018 04:00;145;3,322;35;709,24;0;;;
03 07 2018 04:10;181;0,033;359;450,33;0;;;
03 07 2018 04:20;274;2,995;0;62,79;0;;;
03 07 2018 04:30;106;0,381;937;404,23;0;;;
03 07 2018 04:40;105;3,894;109;120,9;0;;;
03 07 2018 04:50;100;3,435;45;58,34;0;;;
03 07 2018 05:00;108;4,551;233;190,12;0;;;
03 07 2018 05:10;109;4,114;144;143,56;0;;;
03 07 2018 05:20;201;2,861;0;167,21;0;;;
03 07 2018 05:30;271;0,333;354;579,63;0;;;
03 07 2018 05:40;104;3,663;724;957,1;0;;;
03 07 2018 05:50;105;4,127;147;155,45;0;;;
03 07 2018 06:00;10;3,762;868;119,19;0;;;
03 07 2018 06:10;205;3,359;378;782,96;0;;;
03 07 2018 06:20;173;3,454;471;625,36;0;;;
03 07 2018 06:30;224;2,858;0;233,9;0;;;
03 07 2018 06:40;277;2,523;0;#VÆRDI!;0;;;
03 07 2018 06:50;107;3,36;379;0;0;;;
03 07 2018 07:00;96;3,525;55;312,79;0;;;
03 07 2018 07:10;228;0,221;0;0;0;;;
03 07 2018 07:20;102;3,371;389;0;0;;;
03 07 2018 07:30;231;3,102;201;146,46;0;;;
03 07 2018 07:40;247;0,358;610;583,17;0;;;
03 07 2018 07:50;275;3,581;616;683,7;0;;;
03 07 2018 08:00;250;3,106;203;283,23;0;;;
03 07 2018 08:10;96;2,728;0;0;0;;;
03 07 2018 08:20;104;2,95;0;0;0;;;
03 07 2018 08:30;180;2,588;0;0;0;;;
03 07 2018 08:40;98;3,494;514;0;0;;;
03 07 2018 08:50;72;4,111;144;127,28;0;;;
03 07 2018 09:00;55;4,533;229;187,81;0;;;
03 07 2018 09:10;92;3,766;874;875,28;0;;;
03 07 2018 09:20;343;4,611;25;189,8;0;;;
03 07 2018 09:30;282;3,296;325;310,18;0;;;
03 07 2018 09:40;139;0,325;293;322,47;0;;;
03 07 2018 09:50;88;0,356;593;546,22;0;;;
03 07 2018 10:00;73;3,664;725;584,21;0;;;
03 07 2018 10:10;333;3,557;587;376,7;0;;;
03 07 2018 10:20;65;2,722;0;45,85;0;;;
03 07 2018 10:30;59;0,237;0;0;0;;;
03 07 2018 10:40;85;2,775;0;0;0;;;
03 07 2018 10:50;32;2,403;0;0;0;;;
03 07 2018 11:00;160;2,699;0;0;0;;;
03 07 2018 11:10;316;4,728;272;100,3;0;;;
03 07 2018 11:20;278;4,989;33;252,46;0;;;
03 07 2018 11:30;236;4,397;201;159,76;0;;;
03 07 2018 11:40;250;4,517;226;169,68;0;;;
03 07 2018 11:50;184;3,398;41;580,98;0;;;
03 07 2018 12:00;286;3,095;197;21,41;0;;;
03 07 2018 12:10;162;3,973;12;123,5;0;;;
03 07 2018 12:20;220;4,105;143;124,35;0;;;
03 07 2018 12:30;252;3,801;929;852,31;0;;;
03 07 2018 12:40;324;3,629;678;686,34;0;;;
03 07 2018 12:50;255;0,388;106;774,1;0;;;
03 07 2018 13:00;251;3,774;886;741,21;0;;;
03 07 2018 13:10;231;3,879;106;848,37;0;;;
03 07 2018 13:20;26;4,066;135;113,47;0;;;
03 07 2018 13:30;328;4,276;176;155,87;0;;;
03 07 2018 13:40;319;3,951;119;108,14;0;;;
03 07 2018 13:50;301;3,621;668;7,06;0;;;
03 07 2018 14:00;18;0,348;497;448,41;0;;;
03 07 2018 14:10;357;3,256;294;260,91;0;;;
03 07 2018 14:20;45;3,715;798;769,47;0;;;
03 07 2018 14:30;4;3,761;868;965,38;0;;;
03 07 2018 14:40;68;3,156;229;189,11;0;;;
03 07 2018 14:50;119;3,768;877;757,59;0;;;
03 07 2018 15:00;110;4,742;275;226,74;0;;;
03 07 2018 15:10;105;4,911;314;260,25;0;;;
03 07 2018 15:20;53;5,173;380;313,58;0;;;
03 07 2018 15:30;210;6,211;698;559,22;0;;;
03 07 2018 15:40;195;6,307;733;584,44;0;;;
03 07 2018 15:50;201;6,305;732;570,44;0;;;
03 07 2018 16:00;176;6,168;682;511,35;0;;;
03 07 2018 16:10;194;0,616;681;537,66;0;;;
03 07 2018 16:20;209;6,292;73;574,88;0;;;
03 07 2018 16:30;219;7,056;104;859,77;0;;;
03 07 2018 16:40;58;7,241;113;969,51;0;;;
03 07 2018 16:50;223;7,227;112;92,75;0;;;
03 07 2018 17:00;59;0,763;133;111,47;0;;;
03 07 2018 17:10;161;7,161;109;882,38;0;;;
03 07 2018 17:20;166;7,671;135;109,32;0;;;
03 07 2018 17:30;93;7,777;141;117,72;0;;;
03 07 2018 17:40;122;6,943;991;828,82;0;;;
03 07 2018 17:50;57;7,848;144;119,51;0;;;
03 07 2018 18:00;265;8,983;213;165,62;0;;;
03 07 2018 18:10;313;8,969;21;168,84;0;;;
03 07 2018 18:20;328;7,898;147;124,72;0;;;
03 07 2018 18:30;5;8,156;162;135,83;0;;;
03 07 2018 18:40;43;8,738;198;152,33;0;;;
03 07 2018 18:50;7;8,706;196;152,21;0;;;
03 07 2018 19:00;7;8,466;181;137,08;0;;;
03 07 2018 19:10;14;7,909;148;116,88;0;;;
03 07 2018 19:20;353;0,781;143;110,55;0;;;
03 07 2018 19:30;358;7,553;129;100,95;0;;;
03 07 2018 19:40;70;7,328;117;906,68;0;;;
03 07 2018 19:50;323;7,42;122;950,23;0;;;
03 07 2018 20:00;287;7,361;119;922,98;0;;;
03 07 2018 20:10;294;7,217;112;904,44;0;;;
03 07 2018 20:20;307;7,527;127;100,68;0;;;
03 07 2018 20:30;302;0,781;142;112,52;0;;;
03 07 2018 20:40;313;0,805;156;126,13;0;;;
03 07 2018 20:50;343;8,042;155;126,29;0;;;
03 07 2018 21:00;67;7,852;145;109,32;0;;;
03 07 2018 21:10;274;7,452;123;103,68;0;;;
03 07 2018 21:20;258;7,508;126;10,11;0;;;
03 07 2018 21:30;262;7,612;132;106,16;0;;;
03 07 2018 21:40;59;7,814;143;11,36;0;;;
03 07 2018 21:50;257;7,956;150;124,26;0;;;
03 07 2018 22:00;279;7,916;148;121,98;0;;;
03 07 2018 22:10;289;8,168;163;133,46;0;;;
03 07 2018 22:20;258;8,245;167;137,27;0;;;
03 07 2018 22:30;234;8,312;171;135,61;0;;;
03 07 2018 22:40;223;8,308;171;137,76;0;;;
03 07 2018 22:50;221;8,099;159;131,74;0;;;
03 07 2018 23:00;192;8,079;158;128,57;0;;;
03 07 2018 23:10;185;0,8;153;122,08;0;;;
03 07 2018 23:20;56;7,987;152;118,09;0;;;
03 07 2018 23:30;218;0,775;139;109,52;0;;;
03 07 2018 23:40;1;7,77;140;110,37;0;;;
03 07 2018 23:50;245;7,916;148;115,13;0;;;
04 07 2018 00:00;275;8,184;164;126,4;0;;;
04 07 2018 00:10;279;8,127;160;129,42;0;;;
04 07 2018 00:20;66;8,59;188;148,83;0;;;
04 07 2018 00:30;298;8,85;205;161,7;0;;;
04 07 2018 00:40;1;8,901;208;160,82;0;;;
04 07 2018 00:50;337;8,8;202;151,17;0;;;
04 07 2018 01:00;326;8,956;212;165,78;0;;;
04 07 2018 01:10;307;9,239;230;179,71;0;;;
04 07 2018 01:20;300;9,451;244;191,13;0;;;
04 07 2018 01:30;283;9,682;258;204,34;0;;;
04 07 2018 01:40;265;9,852;270;210,72;0;;;
04 07 2018 01:50;278;9,93;275;209,85;0;;;
04 07 2018 02:00;281;9,903;273;212,36;0;;;
04 07 2018 02:10;63;9,754;263;20,52;0;;;
04 07 2018 02:20;262;9,624;254;203,05;0;;;
04 07 2018 02:30;281;9,535;247;0,2;0;;;
04 07 2018 02:40;291;9,638;255;201,94;0;;;
04 07 2018 02:50;300;9,853;270;205,58;0;;;
04 07 2018 03:00;337;9,965;28;207,87;0;;;
04 07 2018 03:10;330;9,82;268;199,93;0;;;
04 07 2018 03:20;308;9,68;258;199,67;0;;;
04 07 2018 03:30;312;9,593;251;193,95;0;;;
04 07 2018 03:40;342;1,013;287;208,82;0;;;
04 07 2018 03:50;345;0,103;3;212,6;0;;;
04 07 2018 04:00;350;1,017;290;224,56;0;;;
04 07 2018 04:10;341;1,002;280;222,81;0;;;
04 07 2018 04:20;327;9,931;275;212,72;0;;;
04 07 2018 04:30;324;9,825;268;207,07;0;;;
04 07 2018 04:40;347;9,749;263;204,75;0;;;
04 07 2018 04:50;12;9,792;266;203,75;0;;;
04 07 2018 05:00;29;9,92;27;202,69;0;;;
04 07 2018 05:10;49;9,974;278;203,61;0;;;
04 07 2018 05:20;55;9,524;246;17,77;0;;;
04 07 2018 05:30;41;9,486;246;185,11;0;;;
04 07 2018 05:40;25;9,518;245;182,62;0;;;
04 07 2018 05:50;36;8,949;211;162,7;0;;;
04 07 2018 06:00;41;8,743;198;153,69;0;;;
04 07 2018 06:10;3;7,599;131;10,67;0;;;
04 07 2018 06:20;336;0,77;136;113,77;0;;;
04 07 2018 06:30;317;7,267;114;939,13;0;;;
04 07 2018 06:40;320;7,078;105;906,03;0;;;
04 07 2018 06:50;339;7,107;106;927,96;0;;;
04 07 2018 07:00;340;7,347;118;101,71;0;;;
04 07 2018 07:10;334;7,005;102;90,96;0;;;
04 07 2018 07:20;328;7,542;128;109,67;0;;;
04 07 2018 07:30;70;0,698;101;877,66;0;;;
04 07 2018 07:40;71;0,674;903;757,77;0;;;
04 07 2018 07:50;347;6,65;866;724,97;0;;;
04 07 2018 08:00;308;6,978;101;845,64;0;;;
04 07 2018 08:10;310;6,332;74;675,79;0;;;
04 07 2018 08:20;6;6,392;765;651,43;0;;;
04 07 2018 08:30;281;6,752;908;771,74;0;;;
04 07 2018 08:40;300;6,68;878;727,08;0;;;
04 07 2018 08:50;306;6,512;811;672,71;0;;;
04 07 2018 09:00;331;6,355;75;634,73;0;;;
04 07 2018 09:10;66;6,209;697;578,47;0;;;
04 07 2018 09:20;253;6,176;685;565,88;0;;;
04 07 2018 09:30;258;6,344;746;641,14;0;;;
04 07 2018 09:40;297;6,473;80;618,75;0;;;
04 07 2018 09:50;280;0,678;919;729,41;0;;;
04 07 2018 10:00;288;6,554;827;0,68;0;;;
04 07 2018 10:10;284;6,218;700;553,7;0;;;
04 07 2018 10:20;67;5,955;610;490,58;0;;;
04 07 2018 10:30;63;0,558;492;44,56;0;;;
